#Query,DatabaseMatch,PrimaryCity,SecondaryCity,PredictedSubtype,Correctness
B.N.N.NAM.US.9046.2016.MT191126,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9071.2016.MT191125,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9036.2016.MT191124,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.2016.MT191123,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.2016.MT191122,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2016.MT191121,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT191114,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT191113,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9027.2016.MT191112,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9039.2016.MT191111,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9039.2016.MT191110,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2016.MT191109,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9018.2016.MT191108,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.2016.MT191107,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2016.MT191106,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2016.MT191105,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9029.2016.MT191104,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT191103,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2016.MT191102,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9012.2016.MT191101,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT191100,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9044.2016.MT191099,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9110.2016.MT191098,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9051.2016.MT191097,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9049.2016.MT191096,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT191095,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT191094,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9052.2016.MT191093,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9029.2016.MT191092,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT191091,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2016.MT191090,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT191089,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9048.2016.MT191088,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT191087,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9049.2016.MT191086,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9011.2016.MT191085,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9064.2016.MT191084,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9101.2016.MT191083,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9018.2016.MT191082,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT191081,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT191080,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT191079,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9030.2016.MT191078,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9148.2016.MT191077,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9048.2016.MT191076,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9050.2016.MT191075,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9053.2016.MT191074,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT191073,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9004.2016.MT191072,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8972.2016.MT191071,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8948.2016.MT191070,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8928.2016.MT191069,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8972.2016.MT191068,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8981.2016.MT191067,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8967.2016.MT191066,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8987.2016.MT191065,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8922.2016.MT191064,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8986.2016.MT191063,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8983.2016.MT191062,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8977.2016.MT191061,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8962.2016.MT191060,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8975.2016.MT191059,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8984.2016.MT191058,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8958.2016.MT191057,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8979.2016.MT191056,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9001.2016.MT191055,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9071.2016.MT191054,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8934.2016.MT191053,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2016.MT191052,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8972.2016.MT191051,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8987.2016.MT191050,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8980.2016.MT191049,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8972.2016.MT191048,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8963.2016.MT191047,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8977.2016.MT191046,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8999.2016.MT191045,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8982.2016.MT191044,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8983.2016.MT191043,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8943.2016.MT191042,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8982.2016.MT191041,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8938.2016.MT191040,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8981.2016.MT191039,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8986.2016.MT191038,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8974.2016.MT191037,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8981.2016.MT191036,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8980.2016.MT191035,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8971.2016.MT191034,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8984.2016.MT191033,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8984.2016.MT191032,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8972.2016.MT191031,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8967.2016.MT191030,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8986.2016.MT191029,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8969.2016.MT191028,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2016.MT191027,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9062.2016.MT191026,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2016.MT191025,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9057.2016.MT191024,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT191023,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2016.MT191022,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9002.2016.MT191021,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9115.2016.MT191020,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2016.MT191019,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9027.2016.MT191018,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9026.2016.MT191017,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9013.2016.MT191016,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9025.2016.MT191015,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT191014,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT191013,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9036.2016.MT191012,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9039.2016.MT191011,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8939.2016.MT191010,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9017.2016.MT191009,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9103.2016.MT191008,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9116.2016.MT191007,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9103.2016.MT191006,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2016.MT191005,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9091.2016.MT191004,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9108.2016.MT191003,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9080.2016.MT191002,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9103.2016.MT191001,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9104.2016.MT191000,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2016.MT190999,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9103.2016.MT190998,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9087.2016.MT190997,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9100.2016.MT190996,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9124.2016.MT190995,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9107.2016.MT190994,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9091.2016.MT190993,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9100.2016.MT190992,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9102.2016.MT190991,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9109.2016.MT190990,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9099.2016.MT190989,B.GA.1988.OYI_397.9190.M26727,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190988,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190987,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190986,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190985,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190984,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8838.2016.MT190983,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9039.2016.MT190982,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9029.2016.MT190981,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190980,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2016.MT190979,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190978,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190977,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9026.2016.MT190976,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9012.2016.MT190975,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190974,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT190973,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190972,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9035.2016.MT190971,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190970,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190969,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9008.2016.MT190968,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9031.2016.MT190967,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9040.2016.MT190966,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2016.MT190965,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190964,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2016.MT190963,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9016.2016.MT190962,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190961,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190960,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9027.2016.MT190959,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT190958,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190957,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9088.2016.MT190956,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9035.2016.MT190955,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9074.2016.MT190954,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190953,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190952,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2016.MT190951,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT190950,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9051.2016.MT190949,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT190948,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT190947,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190946,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2016.MT190945,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT190944,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190943,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190942,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2016.MT190941,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190940,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190939,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190938,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9020.2016.MT190937,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT190936,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190935,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9039.2016.MT190934,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2016.MT190933,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT190932,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190931,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2016.MT190930,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9030.2016.MT190929,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9019.2016.MT190928,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190927,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2016.MT190926,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9027.2016.MT190925,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190924,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT190923,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190922,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9027.2016.MT190921,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2016.MT190920,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190919,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9015.2016.MT190918,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9035.2016.MT190917,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2016.MT190916,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9039.2016.MT190915,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9125.2016.MT190914,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2016.MT190913,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190912,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9019.2016.MT190911,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9051.2016.MT190910,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9031.2016.MT190909,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT190908,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT190907,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190906,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9139.2016.MT190905,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9042.2016.MT190904,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT190903,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190902,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9000.2016.MT190901,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9025.2016.MT190900,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT190899,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9027.2016.MT190898,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9026.2016.MT190897,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190896,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190895,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9023.2016.MT190894,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT190893,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9045.2016.MT190892,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9025.2016.MT190891,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT190890,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190889,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9115.2016.MT190888,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9035.2016.MT190887,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9036.2016.MT190886,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190885,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190884,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2016.MT190883,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2016.MT190882,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9043.2016.MT190881,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9039.2016.MT190880,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9032.2016.MT190879,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9006.2016.MT190878,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9029.2016.MT190877,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190876,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9043.2016.MT190875,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.2016.MT190874,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9130.2016.MT190873,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190872,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2016.MT190871,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2016.MT190870,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9035.2016.MT190869,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190868,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2016.MT190867,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9028.2016.MT190866,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9040.2016.MT190865,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9037.2016.MT190864,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9081.2016.MT190863,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9056.2016.MT190862,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9036.2016.MT190861,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9141.2016.MT190860,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9110.2016.MT190859,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9059.2016.MT190858,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
